Record Length,Analog:700
Sample Interval,CH:0.0000000020000
Vertical Units,CH1:V CH3:V CH4:V,,,
Vertical Scale,CH1:+1.000000E+00 CH3:+1.000000E+00 CH4:+1.000000E+00,,,
Vertical Offset,CH1:+2.000000E-01 CH3:-3.500000E+00 CH4:+2.000000E-01,,,
Horizontal Units,us,,,
Horizontal Scale,0.1000000000,,,
Model Number,SDS1204X-E,,,
Serial Number,SDSMMEBQ3R3911,,,
Software Version,8.1.6.1.33,,,
Source,CH1,CH3,CH4
Second,Volt,Volt,Volt
+7.000000E-07,+1.200000E-01,+1.999998E-02,+6.000000E-01
+7.020000E-07,+8.000000E-02,+1.999998E-02,+8.000000E-01
+7.040000E-07,+3.999999E-02,+1.999998E-02,+9.200000E-01
+7.060000E-07,+3.999999E-02,+1.999998E-02,+1.080000E+00
+7.080000E-07,-1.490116E-08,-1.999998E-02,+1.240000E+00
+7.100000E-07,-1.490116E-08,-1.999998E-02,+1.360000E+00
+7.120000E-07,-1.490116E-08,-1.999998E-02,+1.560000E+00
+7.140000E-07,-1.490116E-08,-1.999998E-02,+1.640000E+00
+7.160000E-07,+3.999999E-02,-1.999998E-02,+1.800000E+00
+7.180000E-07,+3.999999E-02,-1.999998E-02,+1.920000E+00
+7.200000E-07,+8.000000E-02,-1.999998E-02,+2.000000E+00
+7.220000E-07,+8.000000E-02,-1.999998E-02,+2.120000E+00
+7.240000E-07,+1.200000E-01,-1.999998E-02,+2.240000E+00
+7.260000E-07,+8.000000E-02,+1.999998E-02,+2.320000E+00
+7.280000E-07,+8.000000E-02,+1.999998E-02,+2.400000E+00
+7.300000E-07,+8.000000E-02,+1.999998E-02,+2.480000E+00
+7.320000E-07,+8.000000E-02,+1.999998E-02,+2.600000E+00
+7.340000E-07,+1.200000E-01,+1.999998E-02,+2.680000E+00
+7.360000E-07,+1.200000E-01,+1.999998E-02,+2.680000E+00
+7.380000E-07,+1.200000E-01,+1.999998E-02,+2.760000E+00
+7.400000E-07,+1.200000E-01,+6.000018E-02,+2.800000E+00
+7.420000E-07,+1.200000E-01,+6.000018E-02,+2.840000E+00
+7.440000E-07,+1.200000E-01,+1.999998E-02,+2.920000E+00
+7.460000E-07,+1.200000E-01,+6.000018E-02,+2.960000E+00
+7.480000E-07,+1.200000E-01,+1.999998E-02,+3.000000E+00
+7.500000E-07,+1.200000E-01,+1.999998E-02,+3.000000E+00
+7.520000E-07,+1.200000E-01,+1.999998E-02,+3.040000E+00
+7.540000E-07,+1.200000E-01,-1.999998E-02,+3.080000E+00
+7.560000E-07,+8.000000E-02,-1.999998E-02,+3.080000E+00
+7.580000E-07,+8.000000E-02,+1.999998E-02,+3.080000E+00
+7.600000E-07,+3.999999E-02,-1.999998E-02,+3.120000E+00
+7.620000E-07,-1.490116E-08,-1.999998E-02,+3.120000E+00
+7.640000E-07,-1.490116E-08,-1.999998E-02,+3.160000E+00
+7.660000E-07,-1.490116E-08,-1.999998E-02,+3.120000E+00
+7.680000E-07,-1.490116E-08,-1.999998E-02,+3.160000E+00
+7.700000E-07,-4.000001E-02,-1.999998E-02,+3.120000E+00
+7.720000E-07,-4.000001E-02,-5.999994E-02,+3.160000E+00
+7.740000E-07,-4.000001E-02,-1.999998E-02,+3.160000E+00
+7.760000E-07,-4.000001E-02,-5.999994E-02,+3.160000E+00
+7.780000E-07,-1.490116E-08,-1.999998E-02,+3.160000E+00
+7.800000E-07,-1.490116E-08,-5.999994E-02,+3.200000E+00
+7.820000E-07,-1.490116E-08,-1.999998E-02,+3.200000E+00
+7.840000E-07,-1.490116E-08,-5.999994E-02,+3.200000E+00
+7.860000E-07,-1.490116E-08,-1.999998E-02,+3.200000E+00
+7.880000E-07,+3.999999E-02,-5.999994E-02,+3.240000E+00
+7.900000E-07,+2.000000E-01,-1.999998E-02,+3.240000E+00
+7.920000E-07,+4.000000E-01,+6.000018E-02,+3.240000E+00
+7.940000E-07,+4.400000E-01,+1.000001E-01,+3.240000E+00
+7.960000E-07,+4.000000E-01,+1.999998E-02,+3.280000E+00
+7.980000E-07,+4.000000E-01,+1.999998E-02,+3.280000E+00
+8.000000E-07,+5.600000E-01,-5.999994E-02,+3.280000E+00
+8.020000E-07,+7.200000E-01,-5.999994E-02,+3.240000E+00
+8.040000E-07,+9.200000E-01,-1.999998E-02,+3.240000E+00
+8.060000E-07,+1.040000E+00,+1.999998E-02,+3.240000E+00
+8.080000E-07,+1.120000E+00,+1.999998E-02,+3.240000E+00
+8.100000E-07,+1.280000E+00,+1.999998E-02,+3.240000E+00
+8.120000E-07,+1.400000E+00,-1.999998E-02,+3.240000E+00
+8.140000E-07,+1.520000E+00,+1.999998E-02,+3.200000E+00
+8.160000E-07,+1.680000E+00,-1.999998E-02,+3.200000E+00
+8.180000E-07,+1.760000E+00,-1.999998E-02,+3.200000E+00
+8.200000E-07,+1.920000E+00,-1.999998E-02,+3.240000E+00
+8.220000E-07,+2.040000E+00,+1.999998E-02,+3.240000E+00
+8.240000E-07,+2.160000E+00,+1.999998E-02,+3.240000E+00
+8.260000E-07,+2.240000E+00,+1.999998E-02,+3.280000E+00
+8.280000E-07,+2.400000E+00,+1.999998E-02,+3.280000E+00
+8.300000E-07,+2.480000E+00,+1.999998E-02,+3.280000E+00
+8.320000E-07,+2.520000E+00,+1.999998E-02,+3.320000E+00
+8.340000E-07,+2.600000E+00,+6.000018E-02,+3.280000E+00
+8.360000E-07,+2.720000E+00,+6.000018E-02,+3.320000E+00
+8.380000E-07,+2.800000E+00,+6.000018E-02,+3.320000E+00
+8.400000E-07,+2.800000E+00,+6.000018E-02,+3.320000E+00
+8.420000E-07,+2.840000E+00,+1.000001E-01,+3.360000E+00
+8.440000E-07,+2.960000E+00,+6.000018E-02,+3.360000E+00
+8.460000E-07,+2.960000E+00,+1.000001E-01,+3.320000E+00
+8.480000E-07,+3.000000E+00,+6.000018E-02,+3.360000E+00
+8.500000E-07,+2.960000E+00,+6.000018E-02,+3.360000E+00
+8.520000E-07,+3.040000E+00,+6.000018E-02,+3.360000E+00
+8.540000E-07,+3.040000E+00,+6.000018E-02,+3.320000E+00
+8.560000E-07,+3.040000E+00,+6.000018E-02,+3.360000E+00
+8.580000E-07,+3.040000E+00,+6.000018E-02,+3.360000E+00
+8.600000E-07,+3.080000E+00,+1.999998E-02,+3.360000E+00
+8.620000E-07,+3.120000E+00,+1.999998E-02,+3.320000E+00
+8.640000E-07,+3.120000E+00,+1.999998E-02,+3.320000E+00
+8.660000E-07,+3.120000E+00,-1.999998E-02,+3.320000E+00
+8.680000E-07,+3.120000E+00,+6.000018E-02,+3.320000E+00
+8.700000E-07,+3.120000E+00,+1.800001E-01,+3.280000E+00
+8.720000E-07,+3.080000E+00,+2.600000E-01,+3.280000E+00
+8.740000E-07,+3.080000E+00,+3.800001E-01,+3.280000E+00
+8.760000E-07,+3.120000E+00,+5.000000E-01,+3.320000E+00
+8.780000E-07,+3.120000E+00,+6.600001E-01,+3.280000E+00
+8.800000E-07,+3.160000E+00,+8.200002E-01,+3.320000E+00
+8.820000E-07,+3.160000E+00,+9.400001E-01,+3.320000E+00
+8.840000E-07,+3.200000E+00,+1.100000E+00,+3.320000E+00
+8.860000E-07,+3.200000E+00,+1.180000E+00,+3.320000E+00
+8.880000E-07,+3.160000E+00,+1.300000E+00,+3.320000E+00
+8.900000E-07,+3.120000E+00,+1.420000E+00,+3.280000E+00
+8.920000E-07,+3.120000E+00,+1.500000E+00,+3.280000E+00
+8.940000E-07,+3.120000E+00,+1.540000E+00,+3.280000E+00
+8.960000E-07,+3.160000E+00,+1.620000E+00,+3.280000E+00
+8.980000E-07,+3.160000E+00,+1.700000E+00,+3.280000E+00
+9.000000E-07,+3.200000E+00,+1.780000E+00,+3.320000E+00
+9.020000E-07,+3.200000E+00,+1.860000E+00,+3.280000E+00
+9.040000E-07,+3.200000E+00,+1.900000E+00,+3.320000E+00
+9.060000E-07,+3.200000E+00,+1.980000E+00,+3.280000E+00
+9.080000E-07,+3.240000E+00,+2.020000E+00,+3.320000E+00
+9.100000E-07,+3.240000E+00,+2.100000E+00,+3.280000E+00
+9.120000E-07,+3.240000E+00,+2.180000E+00,+3.320000E+00
+9.140000E-07,+3.240000E+00,+2.180000E+00,+3.320000E+00
+9.160000E-07,+3.320000E+00,+2.300000E+00,+3.360000E+00
+9.180000E-07,+3.240000E+00,+2.340000E+00,+3.320000E+00
+9.200000E-07,+3.240000E+00,+2.380000E+00,+3.320000E+00
+9.220000E-07,+3.240000E+00,+2.460000E+00,+3.320000E+00
+9.240000E-07,+3.280000E+00,+2.500000E+00,+3.360000E+00
+9.260000E-07,+3.240000E+00,+2.500000E+00,+3.320000E+00
+9.280000E-07,+3.280000E+00,+2.580000E+00,+3.320000E+00
+9.300000E-07,+3.240000E+00,+2.620000E+00,+3.320000E+00
+9.320000E-07,+3.320000E+00,+2.660000E+00,+3.320000E+00
+9.340000E-07,+3.240000E+00,+2.660000E+00,+3.320000E+00
+9.360000E-07,+3.240000E+00,+2.700000E+00,+3.320000E+00
+9.380000E-07,+3.240000E+00,+2.740000E+00,+3.320000E+00
+9.400000E-07,+3.320000E+00,+2.700000E+00,+3.320000E+00
+9.420000E-07,+3.280000E+00,+2.780000E+00,+3.280000E+00
+9.440000E-07,+3.280000E+00,+2.780000E+00,+3.320000E+00
+9.460000E-07,+3.240000E+00,+2.820000E+00,+3.280000E+00
+9.480000E-07,+3.280000E+00,+2.820000E+00,+3.320000E+00
+9.500000E-07,+3.240000E+00,+2.820000E+00,+3.320000E+00
+9.520000E-07,+3.120000E+00,+2.860000E+00,+3.320000E+00
+9.540000E-07,+2.920000E+00,+2.820000E+00,+3.320000E+00
+9.560000E-07,+3.000000E+00,+2.860000E+00,+3.320000E+00
+9.580000E-07,+3.000000E+00,+2.900000E+00,+3.280000E+00
+9.600000E-07,+2.960000E+00,+3.020000E+00,+3.320000E+00
+9.620000E-07,+2.800000E+00,+3.020000E+00,+3.360000E+00
+9.640000E-07,+2.680000E+00,+3.020000E+00,+3.360000E+00
+9.660000E-07,+2.560000E+00,+2.980000E+00,+3.360000E+00
+9.680000E-07,+2.480000E+00,+2.980000E+00,+3.360000E+00
+9.700000E-07,+2.320000E+00,+3.020000E+00,+3.360000E+00
+9.720000E-07,+2.240000E+00,+2.980000E+00,+3.400000E+00
+9.740000E-07,+2.120000E+00,+3.020000E+00,+3.360000E+00
+9.760000E-07,+2.000000E+00,+3.020000E+00,+3.400000E+00
+9.780000E-07,+1.840000E+00,+3.020000E+00,+3.400000E+00
+9.800000E-07,+1.720000E+00,+3.020000E+00,+3.400000E+00
+9.820000E-07,+1.640000E+00,+3.060000E+00,+3.360000E+00
+9.840000E-07,+1.520000E+00,+3.060000E+00,+3.360000E+00
+9.860000E-07,+1.360000E+00,+3.100000E+00,+3.360000E+00
+9.880000E-07,+1.280000E+00,+3.100000E+00,+3.360000E+00
+9.900000E-07,+1.120000E+00,+3.060000E+00,+3.320000E+00
+9.920000E-07,+1.040000E+00,+3.060000E+00,+3.320000E+00
+9.940000E-07,+9.600000E-01,+3.060000E+00,+3.320000E+00
+9.960000E-07,+8.799999E-01,+3.060000E+00,+3.320000E+00
+9.980000E-07,+8.000000E-01,+3.060000E+00,+3.280000E+00
+1.000000E-06,+7.200000E-01,+3.060000E+00,+3.280000E+00
+1.002000E-06,+6.400000E-01,+3.020000E+00,+3.280000E+00
+1.004000E-06,+6.000000E-01,+3.060000E+00,+3.280000E+00
+1.006000E-06,+5.600000E-01,+3.020000E+00,+3.280000E+00
+1.008000E-06,+4.800000E-01,+3.020000E+00,+3.280000E+00
+1.010000E-06,+4.400000E-01,+3.020000E+00,+3.280000E+00
+1.012000E-06,+4.000000E-01,+3.060000E+00,+3.280000E+00
+1.014000E-06,+4.000000E-01,+3.060000E+00,+3.280000E+00
+1.016000E-06,+3.600000E-01,+3.060000E+00,+3.280000E+00
+1.018000E-06,+3.200000E-01,+3.060000E+00,+3.280000E+00
+1.020000E-06,+3.200000E-01,+3.060000E+00,+3.280000E+00
+1.022000E-06,+2.800000E-01,+3.060000E+00,+3.280000E+00
+1.024000E-06,+2.400000E-01,+3.100000E+00,+3.280000E+00
+1.026000E-06,+2.000000E-01,+3.100000E+00,+3.280000E+00
+1.028000E-06,+2.000000E-01,+3.060000E+00,+3.320000E+00
+1.030000E-06,+2.000000E-01,+3.060000E+00,+3.280000E+00
+1.032000E-06,+2.000000E-01,+3.020000E+00,+3.320000E+00
+1.034000E-06,+1.600000E-01,+3.060000E+00,+3.280000E+00
+1.036000E-06,+1.600000E-01,+3.060000E+00,+3.320000E+00
+1.038000E-06,+1.600000E-01,+3.020000E+00,+3.320000E+00
+1.040000E-06,+1.600000E-01,+3.020000E+00,+3.320000E+00
+1.042000E-06,+2.000000E-01,+2.900000E+00,+3.320000E+00
+1.044000E-06,+2.400000E-01,+2.780000E+00,+3.360000E+00
+1.046000E-06,+1.600000E-01,+2.700000E+00,+3.360000E+00
+1.048000E-06,+1.200000E-01,+2.580000E+00,+3.360000E+00
+1.050000E-06,+8.000000E-02,+2.420000E+00,+3.320000E+00
+1.052000E-06,+8.000000E-02,+2.340000E+00,+3.320000E+00
+1.054000E-06,+3.999999E-02,+2.260000E+00,+3.280000E+00
+1.056000E-06,+3.999999E-02,+2.100000E+00,+3.320000E+00
+1.058000E-06,+3.999999E-02,+1.980000E+00,+3.280000E+00
+1.060000E-06,-1.490116E-08,+1.860000E+00,+3.320000E+00
+1.062000E-06,+3.999999E-02,+1.780000E+00,+3.280000E+00
+1.064000E-06,+3.999999E-02,+1.660000E+00,+3.320000E+00
+1.066000E-06,+8.000000E-02,+1.580000E+00,+3.320000E+00
+1.068000E-06,+8.000000E-02,+1.500000E+00,+3.320000E+00
+1.070000E-06,+3.999999E-02,+1.420000E+00,+3.320000E+00
+1.072000E-06,+3.999999E-02,+1.380000E+00,+3.320000E+00
+1.074000E-06,+3.999999E-02,+1.300000E+00,+3.320000E+00
+1.076000E-06,+3.999999E-02,+1.220000E+00,+3.320000E+00
+1.078000E-06,-1.490116E-08,+1.180000E+00,+3.280000E+00
+1.080000E-06,-1.490116E-08,+1.060000E+00,+3.280000E+00
+1.082000E-06,-4.000001E-02,+1.020000E+00,+3.280000E+00
+1.084000E-06,-4.000001E-02,+9.800000E-01,+3.280000E+00
+1.086000E-06,-4.000001E-02,+9.000001E-01,+3.240000E+00
+1.088000E-06,-8.000001E-02,+8.600001E-01,+3.280000E+00
+1.090000E-06,-8.000001E-02,+8.200002E-01,+3.240000E+00
+1.092000E-06,-4.000001E-02,+7.800000E-01,+3.280000E+00
+1.094000E-06,-4.000001E-02,+7.800000E-01,+3.240000E+00
+1.096000E-06,-4.000001E-02,+7.000000E-01,+3.280000E+00
+1.098000E-06,-4.000001E-02,+6.600001E-01,+3.280000E+00
+1.100000E-06,-1.490116E-08,+6.600001E-01,+3.280000E+00
+1.102000E-06,-1.490116E-08,+5.400000E-01,+3.280000E+00
+1.104000E-06,-1.490116E-08,+5.800002E-01,+3.280000E+00
+1.106000E-06,-1.490116E-08,+5.000000E-01,+3.280000E+00
+1.108000E-06,-1.490116E-08,+5.000000E-01,+3.320000E+00
+1.110000E-06,-1.490116E-08,+5.000000E-01,+3.280000E+00
+1.112000E-06,-1.490116E-08,+4.200001E-01,+3.320000E+00
+1.114000E-06,+2.000000E-01,+4.200001E-01,+3.280000E+00
+1.116000E-06,+3.600000E-01,+4.600000E-01,+3.320000E+00
+1.118000E-06,+4.000000E-01,+5.400000E-01,+3.280000E+00
+1.120000E-06,+4.000000E-01,+4.600000E-01,+3.320000E+00
+1.122000E-06,+4.400000E-01,+3.400002E-01,+3.280000E+00
+1.124000E-06,+5.600000E-01,+3.000002E-01,+3.280000E+00
+1.126000E-06,+6.800000E-01,+3.000002E-01,+3.240000E+00
+1.128000E-06,+8.400000E-01,+3.000002E-01,+3.240000E+00
+1.130000E-06,+9.999999E-01,+3.400002E-01,+3.240000E+00
+1.132000E-06,+1.120000E+00,+3.000002E-01,+3.240000E+00
+1.134000E-06,+1.200000E+00,+2.600000E-01,+3.240000E+00
+1.136000E-06,+1.320000E+00,+2.200000E-01,+3.240000E+00
+1.138000E-06,+1.480000E+00,+2.200000E-01,+3.200000E+00
+1.140000E-06,+1.600000E+00,+1.400001E-01,+3.200000E+00
+1.142000E-06,+1.800000E+00,+1.800001E-01,+3.200000E+00
+1.144000E-06,+1.920000E+00,+2.200000E-01,+3.240000E+00
+1.146000E-06,+2.000000E+00,+2.200000E-01,+3.240000E+00
+1.148000E-06,+2.120000E+00,+2.600000E-01,+3.280000E+00
+1.150000E-06,+2.240000E+00,+2.600000E-01,+3.240000E+00
+1.152000E-06,+2.400000E+00,+2.200000E-01,+3.280000E+00
+1.154000E-06,+2.440000E+00,+2.200000E-01,+3.280000E+00
+1.156000E-06,+2.560000E+00,+2.600000E-01,+3.320000E+00
+1.158000E-06,+2.640000E+00,+2.600000E-01,+3.280000E+00
+1.160000E-06,+2.680000E+00,+2.600000E-01,+3.320000E+00
+1.162000E-06,+2.760000E+00,+2.600000E-01,+3.320000E+00
+1.164000E-06,+2.840000E+00,+2.600000E-01,+3.360000E+00
+1.166000E-06,+2.840000E+00,+3.000002E-01,+3.320000E+00
+1.168000E-06,+2.880000E+00,+3.000002E-01,+3.360000E+00
+1.170000E-06,+2.920000E+00,+3.000002E-01,+3.360000E+00
+1.172000E-06,+3.000000E+00,+3.000002E-01,+3.360000E+00
+1.174000E-06,+3.000000E+00,+3.000002E-01,+3.320000E+00
+1.176000E-06,+3.000000E+00,+2.600000E-01,+3.360000E+00
+1.178000E-06,+3.000000E+00,+3.000002E-01,+3.320000E+00
+1.180000E-06,+3.080000E+00,+2.600000E-01,+3.360000E+00
+1.182000E-06,+3.080000E+00,+2.600000E-01,+3.320000E+00
+1.184000E-06,+3.080000E+00,+2.600000E-01,+3.320000E+00
+1.186000E-06,+3.080000E+00,+2.200000E-01,+3.320000E+00
+1.188000E-06,+3.080000E+00,+2.200000E-01,+3.320000E+00
+1.190000E-06,+3.080000E+00,+2.600000E-01,+3.280000E+00
+1.192000E-06,+3.080000E+00,+3.400002E-01,+3.280000E+00
+1.194000E-06,+3.000000E+00,+5.400000E-01,+3.280000E+00
+1.196000E-06,+3.120000E+00,+6.600001E-01,+3.280000E+00
+1.198000E-06,+3.120000E+00,+7.400000E-01,+3.240000E+00
+1.200000E-06,+3.160000E+00,+9.000001E-01,+3.280000E+00
+1.202000E-06,+3.160000E+00,+9.800000E-01,+3.280000E+00
+1.204000E-06,+3.200000E+00,+1.020000E+00,+3.280000E+00
+1.206000E-06,+3.240000E+00,+1.180000E+00,+3.240000E+00
+1.208000E-06,+3.200000E+00,+1.260000E+00,+3.240000E+00
+1.210000E-06,+3.240000E+00,+1.380000E+00,+3.240000E+00
+1.212000E-06,+3.240000E+00,+1.460000E+00,+3.280000E+00
+1.214000E-06,+3.240000E+00,+1.540000E+00,+3.240000E+00
+1.216000E-06,+3.280000E+00,+1.660000E+00,+3.280000E+00
+1.218000E-06,+3.280000E+00,+1.740000E+00,+3.280000E+00
+1.220000E-06,+3.280000E+00,+1.820000E+00,+3.320000E+00
+1.222000E-06,+3.280000E+00,+1.900000E+00,+3.280000E+00
+1.224000E-06,+3.320000E+00,+1.980000E+00,+3.320000E+00
+1.226000E-06,+3.280000E+00,+2.100000E+00,+3.320000E+00
+1.228000E-06,+3.360000E+00,+2.140000E+00,+3.360000E+00
+1.230000E-06,+3.360000E+00,+2.180000E+00,+3.320000E+00
+1.232000E-06,+3.400000E+00,+2.260000E+00,+3.360000E+00
+1.234000E-06,+3.360000E+00,+2.300000E+00,+3.360000E+00
+1.236000E-06,+3.360000E+00,+2.340000E+00,+3.360000E+00
+1.238000E-06,+3.360000E+00,+2.420000E+00,+3.360000E+00
+1.240000E-06,+3.320000E+00,+2.380000E+00,+3.360000E+00
+1.242000E-06,+3.320000E+00,+2.420000E+00,+3.360000E+00
+1.244000E-06,+3.320000E+00,+2.500000E+00,+3.360000E+00
+1.246000E-06,+3.280000E+00,+2.540000E+00,+3.320000E+00
+1.248000E-06,+3.320000E+00,+2.580000E+00,+3.360000E+00
+1.250000E-06,+3.240000E+00,+2.580000E+00,+3.320000E+00
+1.252000E-06,+3.280000E+00,+2.660000E+00,+3.320000E+00
+1.254000E-06,+3.280000E+00,+2.700000E+00,+3.320000E+00
+1.256000E-06,+3.280000E+00,+2.740000E+00,+3.320000E+00
+1.258000E-06,+3.240000E+00,+2.780000E+00,+3.280000E+00
+1.260000E-06,+3.280000E+00,+2.780000E+00,+3.320000E+00
+1.262000E-06,+3.240000E+00,+2.740000E+00,+3.280000E+00
+1.264000E-06,+3.240000E+00,+2.820000E+00,+3.280000E+00
+1.266000E-06,+3.240000E+00,+2.780000E+00,+3.280000E+00
+1.268000E-06,+3.280000E+00,+2.820000E+00,+3.320000E+00
+1.270000E-06,+3.240000E+00,+2.860000E+00,+3.280000E+00
+1.272000E-06,+3.240000E+00,+2.860000E+00,+3.320000E+00
+1.274000E-06,+3.200000E+00,+2.860000E+00,+3.280000E+00
+1.276000E-06,+3.240000E+00,+2.900000E+00,+3.320000E+00
+1.278000E-06,+3.120000E+00,+2.900000E+00,+3.280000E+00
+1.280000E-06,+3.000000E+00,+2.900000E+00,+3.320000E+00
+1.282000E-06,+2.960000E+00,+2.900000E+00,+3.320000E+00
+1.284000E-06,+3.040000E+00,+3.020000E+00,+3.320000E+00
+1.286000E-06,+2.960000E+00,+3.100000E+00,+3.320000E+00
+1.288000E-06,+2.840000E+00,+3.060000E+00,+3.360000E+00
+1.290000E-06,+2.680000E+00,+3.020000E+00,+3.360000E+00
+1.292000E-06,+2.600000E+00,+3.020000E+00,+3.360000E+00
+1.294000E-06,+2.440000E+00,+3.020000E+00,+3.360000E+00
+1.296000E-06,+2.400000E+00,+3.060000E+00,+3.360000E+00
+1.298000E-06,+2.240000E+00,+3.060000E+00,+3.360000E+00
+1.300000E-06,+2.160000E+00,+3.100000E+00,+3.400000E+00
+1.302000E-06,+2.040000E+00,+3.060000E+00,+3.360000E+00
+1.304000E-06,+1.880000E+00,+3.100000E+00,+3.400000E+00
+1.306000E-06,+1.760000E+00,+3.140000E+00,+3.360000E+00
+1.308000E-06,+1.640000E+00,+3.060000E+00,+3.360000E+00
+1.310000E-06,+1.520000E+00,+3.060000E+00,+3.320000E+00
+1.312000E-06,+1.400000E+00,+3.060000E+00,+3.360000E+00
+1.314000E-06,+1.200000E+00,+3.100000E+00,+3.320000E+00
+1.316000E-06,+1.160000E+00,+3.100000E+00,+3.320000E+00
+1.318000E-06,+1.080000E+00,+3.060000E+00,+3.280000E+00
+1.320000E-06,+9.600000E-01,+3.060000E+00,+3.320000E+00
+1.322000E-06,+8.400000E-01,+3.060000E+00,+3.280000E+00
+1.324000E-06,+8.000000E-01,+3.060000E+00,+3.280000E+00
+1.326000E-06,+7.200000E-01,+3.060000E+00,+3.280000E+00
+1.328000E-06,+6.800000E-01,+3.060000E+00,+3.280000E+00
+1.330000E-06,+6.000000E-01,+3.060000E+00,+3.280000E+00
+1.332000E-06,+5.600000E-01,+3.060000E+00,+3.280000E+00
+1.334000E-06,+5.200000E-01,+3.060000E+00,+3.280000E+00
+1.336000E-06,+4.000000E-01,+3.060000E+00,+3.280000E+00
+1.338000E-06,+4.400000E-01,+3.060000E+00,+3.280000E+00
+1.340000E-06,+4.000000E-01,+3.060000E+00,+3.280000E+00
+1.342000E-06,+3.600000E-01,+3.060000E+00,+3.280000E+00
+1.344000E-06,+3.600000E-01,+3.060000E+00,+3.280000E+00
+1.346000E-06,+2.800000E-01,+3.060000E+00,+3.280000E+00
+1.348000E-06,+3.200000E-01,+3.100000E+00,+3.320000E+00
+1.350000E-06,+2.800000E-01,+3.100000E+00,+3.280000E+00
+1.352000E-06,+2.400000E-01,+3.100000E+00,+3.280000E+00
+1.354000E-06,+2.400000E-01,+3.060000E+00,+3.280000E+00
+1.356000E-06,+2.000000E-01,+3.060000E+00,+3.320000E+00
+1.358000E-06,+2.000000E-01,+3.060000E+00,+3.280000E+00
+1.360000E-06,+1.600000E-01,+3.060000E+00,+3.320000E+00
+1.362000E-06,+1.600000E-01,+3.060000E+00,+3.320000E+00
+1.364000E-06,+1.600000E-01,+3.100000E+00,+3.320000E+00
+1.366000E-06,+2.000000E-01,+3.060000E+00,+3.320000E+00
+1.368000E-06,+1.600000E-01,+3.100000E+00,+3.320000E+00
+1.370000E-06,+1.600000E-01,+3.100000E+00,+3.320000E+00
+1.372000E-06,+1.200000E-01,+3.140000E+00,+3.320000E+00
+1.374000E-06,+1.200000E-01,+3.100000E+00,+3.320000E+00
+1.376000E-06,+1.200000E-01,+3.100000E+00,+3.320000E+00
+1.378000E-06,+8.000000E-02,+3.180000E+00,+3.320000E+00
+1.380000E-06,+8.000000E-02,+3.140000E+00,+3.320000E+00
+1.382000E-06,+3.999999E-02,+3.180000E+00,+3.280000E+00
+1.384000E-06,+3.999999E-02,+3.140000E+00,+3.320000E+00
+1.386000E-06,+3.999999E-02,+3.220000E+00,+3.280000E+00
+1.388000E-06,+3.999999E-02,+3.180000E+00,+3.280000E+00
+1.390000E-06,+3.999999E-02,+3.180000E+00,+3.280000E+00
+1.392000E-06,+3.999999E-02,+3.220000E+00,+3.280000E+00
+1.394000E-06,+3.999999E-02,+3.180000E+00,+3.280000E+00
+1.396000E-06,+3.999999E-02,+3.140000E+00,+3.320000E+00
+1.398000E-06,+3.999999E-02,+3.140000E+00,+3.280000E+00
